CTCF	EP300	GABPA	MAFK	NFE2L2	REST
ZC3H8	2	0	0	0	0	0
ZC3H6	1	0	0	0	0	0
TTL	3	0	0	0	0	0
POLR1B	1	0	2	0	0	0
CHCHD5	2	3	2	0	1	0
SLC20A1	6	8	0	2	2	0
CKAP2L	3	3	0	2	2	0
IL1A	1	2	0	2	2	0
IL1B	1	4	0	2	2	0
IL36G	3	0	0	0	0	0
IL36A	3	0	0	0	0	0
IL36RN	2	0	0	0	0	1
IL1RN	3	0	0	0	0	1
PSD4	5	1	0	1	0	0
PAX8	2	1	0	2	0	0
RABL2A	1	0	0	0	0	0
SLC35F5	0	1	1	0	1	0
ACTR3	1	0	0	1	1	0
DPP10	0	0	0	0	0	1
DDX18	3	0	1	0	0	1
CCDC93	4	0	0	0	0	0
INSIG2	3	2	1	2	0	1
EN1	4	0	0	0	0	0
C1QL2	2	0	0	0	0	2
STEAP3	4	0	0	0	0	1
C2orf76	1	0	0	1	0	0
DBI	1	0	0	1	0	0
TMEM37	2	0	0	1	0	0
TMEM177	3	0	0	0	0	1
PTPN4	2	0	0	1	0	0
EPB41L5	0	0	0	0	0	0
TMEM185B	5	0	2	0	0	0
RALB	5	0	2	0	0	0
INHBB	3	0	0	0	0	1
GLI2	0	0	0	0	0	0
TFCP2L1	3	0	0	0	0	0
CLASP1	1	0	1	0	0	0
NIFK	3	1	2	0	0	0
TSN	2	1	1	0	0	0
GYPC	2	0	0	0	0	0
BIN1	2	2	0	2	1	0
CYP27C1	3	0	0	0	0	1
ERCC3	2	0	1	0	0	0
MAP3K2	2	0	1	0	0	0
PROC	1	2	0	0	1	1
IWS1	2	0	0	1	1	0
MYO7B	1	0	0	1	1	0
LIMS2	2	1	2	0	0	0
SFT2D3	1	1	2	0	0	0
WDR33	1	0	1	0	0	0
POLR2D	1	0	1	0	0	0
AMMECR1L	1	1	1	0	0	0
SAP130	1	0	1	0	0	1
UGGT1	1	0	1	0	0	0
MZT2B	1	0	0	0	0	0
SMPD4	1	0	0	0	0	0
CCDC115	5	1	1	0	0	1
PTPN18	5	1	1	0	0	1
AMER3	4	0	0	0	0	1
FAM168B	1	0	2	0	2	0
PLEKHB2	2	0	2	0	2	0
MZT2A	1	0	0	0	0	1
GPR39	1	0	1	2	0	0
LYPD1	1	0	0	0	0	0
NCKAP5	2	0	0	0	0	0
MGAT5	4	0	0	0	0	0
TMEM163	1	0	0	1	0	0
ACMSD	2	1	0	1	0	0
CCNT2	0	0	0	1	0	0
RAB3GAP1	1	0	0	0	0	1
ZRANB3	0	0	2	0	0	0
R3HDM1	0	0	2	0	0	0
UBXN4	3	0	0	0	0	0
MCM6	0	0	0	0	0	0
DARS	0	1	1	1	0	0
CXCR4	0	0	0	0	0	1
HNMT	2	1	0	0	0	0
SPOPL	0	0	1	1	0	0
LRP1B	2	2	0	2	2	0
KYNU	1	5	0	1	2	0
ARHGAP15	2	0	0	0	0	1
GTDC1	0	1	0	2	0	0
ZEB2	0	1	0	1	1	0
ACVR2A	0	0	1	1	1	0
MBD5	2	1	1	0	0	0
ORC4	2	1	1	0	0	0
EPC2	2	0	0	0	0	0
KIF5C	0	0	0	0	0	0
LYPD6B	3	0	0	1	2	0
LYPD6	3	0	0	0	0	0
MMADHC	3	0	1	1	0	0
RND3	1	2	0	3	0	0
RBM43	1	0	0	0	0	0
NMI	0	0	0	0	0	0
TNFAIP6	0	0	0	0	0	0
RIF1	2	0	0	0	0	0
ARL5A	0	0	0	0	0	1
CACNB4	1	0	0	0	0	0
STAM2	4	0	1	1	0	0
FMNL2	0	0	0	1	0	0
PRPF40A	2	0	0	2	0	0
ARL6IP6	2	0	0	2	0	0
RPRM	3	1	0	0	1	2
GALNT13	0	0	0	0	0	2
NR4A2	1	2	2	0	0	0
GPD2	0	1	0	2	2	0
GALNT5	1	0	0	0	0	0
ERMN	4	0	0	0	0	0
CYTIP	2	0	0	0	0	0
ACVR1C	0	0	0	0	0	1
ACVR1	0	0	1	0	0	0
UPP2	2	0	0	0	0	0
PKP4	1	0	0	0	0	0
DAPL1	2	0	0	0	0	1
TANC1	0	2	0	0	0	0
WDSUB1	1	3	0	0	1	0
BAZ2B	1	0	0	0	0	0
MARCH7	1	0	0	0	0	0
CD302	2	0	0	0	0	0
LY75	3	0	0	0	0	0
LY75-CD302	3	0	0	0	0	0
PLA2R1	2	0	0	0	0	0
ITGB6	2	3	0	1	1	1
RBMS1	0	0	0	0	0	0
TANK	0	1	1	1	1	0
PSMD14	0	1	1	0	0	0
TBR1	0	0	0	0	0	1
SLC4A10	2	0	0	0	0	0
DPP4	1	0	0	2	1	1
FAP	1	0	0	0	0	0
IFIH1	6	0	0	0	0	0
GCA	6	0	0	0	0	0
FIGN	0	1	0	0	0	1
GRB14	1	0	0	0	0	0
COBLL1	1	1	0	1	0	0
SLC38A11	1	0	0	0	0	0
SCN3A	2	0	0	0	0	1
SCN2A	2	0	0	0	0	1
CSRNP3	0	0	0	0	0	0
GALNT3	1	0	0	0	0	0
TTC21B	1	0	0	0	0	0
SCN9A	1	0	0	0	0	0
XIRP2	0	0	0	0	0	0
STK39	0	1	0	0	0	0
CERS6	1	0	0	0	0	0
NOSTRIN	2	0	0	0	0	1
SPC25	0	0	0	0	0	0
DHRS9	1	0	0	0	0	1
BBS5	2	0	0	1	0	1
KLHL41	1	0	0	1	0	0
FASTKD1	1	0	2	0	0	0
PPIG	0	0	2	0	0	0
CCDC173	0	0	1	0	0	0
PHOSPHO2	0	0	1	0	0	0
KLHL23	1	0	1	0	0	0
SSB	3	0	1	0	0	0
METTL5	2	0	1	0	0	0
UBR3	2	0	1	0	0	0
MYO3B	0	0	0	0	0	0
SP5	0	1	0	1	0	0
GAD1	3	0	0	1	0	2
GORASP2	4	0	1	1	0	1
TLK1	1	0	0	1	1	0
DCAF17	1	0	1	1	0	1
METTL8	1	0	1	1	0	1
CYBRD1	3	0	0	0	0	0
DYNC1I2	1	0	1	0	0	0
SLC25A12	1	0	1	0	0	0
HAT1	2	0	1	0	0	0
METAP1D	0	1	0	0	0	0
DLX1	3	1	0	1	0	0
DLX2	3	0	0	1	0	0
ITGA6	2	1	1	1	0	0
PDK1	1	0	0	1	1	0
RAPGEF4	3	1	0	1	0	0
CDCA7	1	0	0	0	0	0
SP3	0	0	2	0	0	0
OLA1	0	0	0	0	0	0
CIR1	0	0	1	0	0	0
SCRN3	0	0	1	0	0	0
GPR155	1	0	1	0	0	0
WIPF1	2	0	0	0	0	0
CHRNA1	3	0	0	0	0	0
CHN1	2	0	0	0	0	0
ATF2	4	0	0	0	0	0
ATP5G3	4	0	0	0	0	0
KIAA1715	1	0	0	0	0	0
EVX2	7	0	0	0	0	0
HOXD13	7	0	0	0	0	0
HOXD12	7	0	0	0	0	0
HOXD11	7	0	0	0	0	0
HOXD10	7	0	0	0	0	0
HOXD9	7	0	0	0	0	0
HOXD8	7	0	0	0	0	0
HOXD3	2	0	0	0	0	0
HOXD1	0	0	0	0	0	0
MTX2	0	0	1	1	0	0
HNRNPA3	4	5	0	1	0	1
NFE2L2	4	7	2	3	1	1
AGPS	0	0	0	1	0	0
TTC30B	0	0	1	0	0	0
TTC30A	1	0	1	1	0	0
PDE11A	1	0	2	0	0	1
RBM45	1	0	2	0	0	1
OSBPL6	0	0	0	0	0	0
PRKRA	2	0	0	0	0	0
DFNB59	2	0	0	0	0	0
FKBP7	2	0	1	0	0	0
PLEKHA3	2	0	1	0	0	0
CCDC141	1	0	0	0	0	0
SESTD1	2	1	0	0	1	0
ZNF385B	3	0	0	0	0	0
CWC22	1	0	1	0	0	0
UBE2E3	2	0	0	1	0	1
ITGA4	2	0	0	0	0	0
CERKL	0	0	0	1	0	2
SSFA2	1	2	0	2	0	0
PPP1R1C	0	0	0	1	0	0
PDE1A	0	0	0	0	0	1
DNAJC10	2	0	0	0	0	0
FRZB	1	0	0	0	0	0
NCKAP1	3	0	0	2	1	0
DUSP19	3	0	1	1	1	1
NUP35	1	0	1	0	0	1
ZNF804A	0	0	0	1	0	0
FSIP2	0	0	0	0	0	0
ZC3H15	1	0	0	0	0	0
ITGAV	0	0	1	3	0	0
FAM171B	0	0	0	0	0	0
CALCRL	0	0	0	0	0	0
TFPI	2	1	1	0	0	0
GULP1	1	0	0	0	0	0
COL3A1	0	1	0	0	0	0
COL5A2	1	1	0	1	0	0
WDR75	2	0	0	0	0	0
SLC40A1	1	1	0	3	3	0
ASNSD1	7	1	1	1	1	0
OSGEPL1	3	1	3	0	0	0
PMS1	3	1	3	0	0	0
ORMDL1	3	1	3	0	0	0
MSTN	3	0	0	1	0	1
C2orf88	2	0	0	0	0	0
HIBCH	4	0	1	1	0	0
INPP1	5	0	1	2	0	0
MFSD6	2	0	0	3	0	0
NAB1	1	1	0	2	0	0
GLS	1	0	0	0	0	0
STAT1	3	2	2	2	0	2
STAT4	3	0	0	0	0	1
MYO1B	2	0	0	0	1	0
NABP1	2	1	0	1	0	0
SDPR	2	3	0	1	1	0
TMEFF2	2	0	0	0	0	0
SLC39A10	1	0	0	0	0	0
DNAH7	2	0	0	0	0	0
STK17B	1	0	0	0	0	0
HECW2	3	1	1	1	0	0
CCDC150	3	1	1	3	0	0
GTF3C3	2	0	1	0	0	0
PGAP1	0	0	0	0	0	0
ANKRD44	2	0	0	0	0	0
SF3B1	0	0	3	2	0	0
COQ10B	0	1	4	3	0	0
HSPE1	0	2	4	2	0	0
HSPD1	0	2	4	2	0	0
MOB4	0	2	2	1	0	0
RFTN2	1	0	0	0	0	0
MARS2	1	0	0	0	0	0
BOLL	2	0	0	0	0	0
PLCL1	3	0	0	0	0	0
SATB2	3	0	0	3	0	0
C2orf69	0	0	2	0	0	1
C2orf47	2	0	3	0	0	1
TYW5	2	0	3	0	0	1
SPATS2L	1	1	0	0	0	0
KCTD18	5	0	2	0	0	1
AOX1	2	3	0	1	0	1
BZW1	3	6	0	1	1	1
CLK1	2	0	2	0	1	1
PPIL3	2	0	2	0	1	2
NIF3L1	2	0	2	0	1	2
ORC2	2	0	1	0	0	1
FAM126B	1	0	2	1	0	0
NDUFB3	1	0	2	1	0	0
CFLAR	3	0	2	1	0	0
CASP10	4	0	1	1	0	0
CASP8	3	2	2	0	0	0
TRAK2	1	2	0	0	0	0
STRADB	1	2	0	0	0	0
ALS2CR11	0	0	0	0	0	0
TMEM237	2	0	0	0	0	0
MPP4	2	0	0	0	0	0
ALS2	2	1	0	1	0	0
CDK15	2	1	0	2	0	0
FZD7	2	0	0	0	1	0
SUMO1	1	0	2	0	0	1
NOP58	0	0	2	0	0	1
BMPR2	0	0	0	0	0	1
FAM117B	1	0	0	0	0	0
ICA1L	2	0	1	0	0	0
CARF	1	0	1	0	0	0
WDR12	1	0	1	0	0	0
NBEAL1	0	0	0	1	0	0
CYP20A1	1	0	1	0	0	0
ABI2	0	0	0	0	0	0
RAPH1	0	0	0	0	0	0
CD28	0	0	0	0	0	0
ICOS	1	0	0	0	0	0
PARD3B	0	0	0	0	0	0
NRP2	4	0	0	0	0	0
INO80D	2	0	0	0	0	0
NDUFS1	2	0	1	0	0	0
EEF1B2	2	0	1	0	0	0
GPR1	0	0	0	1	0	0
ZDBF2	2	0	1	0	0	0
ADAM23	0	0	0	1	0	0
FASTKD2	4	0	0	0	0	0
MDH1B	4	0	0	0	0	0
KLF7	0	0	0	0	0	2
CREB1	0	1	0	0	0	0
METTL21A	1	1	1	1	1	1
CCNYL1	4	0	0	1	0	0
FZD5	3	0	1	0	0	0
PLEKHM3	4	0	1	1	0	0
IDH1	4	1	0	0	1	0
PIKFYVE	4	1	0	0	1	0
MAP2	2	3	0	5	3	0
UNC80	0	0	0	0	0	1
RPE	1	0	1	1	0	0
KANSL1L	1	0	0	1	0	0
ACADL	1	0	0	2	0	0
MYL1	0	0	0	1	0	0
LANCL1	1	0	0	2	1	0
CPS1	1	0	0	2	1	0
ERBB4	1	0	0	0	0	0
IKZF2	1	0	0	0	0	0
SPAG16	0	0	0	1	1	0
BARD1	1	0	0	0	0	0
ABCA12	0	0	0	1	0	0
ATIC	1	0	1	0	0	0
FN1	3	1	0	1	0	0
MREG	3	0	0	1	0	0
PECR	2	1	1	0	0	2
TMEM169	2	1	1	0	0	2
XRCC5	2	1	1	1	0	2
MARCH4	2	0	0	0	0	2
SMARCAL1	1	0	0	0	0	2
RPL37A	2	0	2	0	0	1
IGFBP2	3	0	0	0	0	0
IGFBP5	7	0	0	0	0	0
TNS1	6	0	0	0	0	0
CXCR2	1	0	0	0	0	0
CXCR1	2	0	0	0	0	0
ARPC2	3	0	1	0	0	0
GPBAR1	5	0	2	0	1	0
AAMP	5	0	1	0	1	0
PNKD	5	0	1	0	1	0
TMBIM1	5	0	1	0	1	0
CTDSP1	4	2	0	0	0	0
VIL1	4	2	0	0	0	0
USP37	0	0	0	0	0	1
PLCD4	1	0	0	0	0	1
ZNF142	3	0	1	0	0	0
BCS1L	3	0	1	0	0	0
STK36	4	0	1	0	0	0
RNF25	4	0	1	0	0	0
TTLL4	2	0	1	0	0	0
CYP27A1	0	0	0	0	0	0
WNT6	4	0	0	1	0	1
WNT10A	4	0	0	1	0	1
CDK5R2	3	0	0	0	1	3
FEV	5	0	0	0	1	3
CRYBA2	5	0	0	0	1	3
NHEJ1	3	0	2	0	0	2
SLC23A3	3	1	2	1	1	3
CNPPD1	3	1	2	1	1	3
FAM134A	3	1	2	1	1	3
ZFAND2B	3	1	4	2	2	3
ABCB6	2	1	4	2	2	3
ATG9A	2	3	3	2	2	2
ANKZF1	3	3	3	2	2	2
GLB1L	4	3	3	2	2	2
STK16	4	3	3	2	2	2
TUBA4A	6	3	3	2	2	3
DNAJB2	5	2	3	1	1	3
PTPRN	6	2	1	1	0	4
DNPEP	5	0	0	1	0	0
SPEG	7	1	0	0	0	0
GMPPA	11	1	2	0	0	4
ASIC4	10	0	2	0	0	4
TMEM198	8	0	2	0	0	4
CHPF	8	0	2	0	0	4
OBSL1	3	0	4	0	0	1
INHA	3	0	4	0	0	1
STK11IP	3	0	2	1	0	0
SLC4A3	2	0	2	1	0	0
EPHA4	0	0	0	0	0	0
PAX3	3	0	0	0	0	0
SGPP2	0	0	0	0	0	0
FARSB	3	0	0	0	0	1
MOGAT1	3	0	0	0	0	1
ACSL3	2	0	0	2	0	1
KCNE4	1	0	0	0	1	0
SCG2	0	2	0	1	2	1
AP1S3	3	1	0	0	0	0
WDFY1	4	1	1	1	0	0
MRPL44	4	2	1	1	0	0
SERPINE2	4	2	0	1	1	1
FAM124B	6	0	0	0	0	0
CUL3	0	1	1	0	0	1
DOCK10	2	0	0	0	0	2
IRS1	1	0	0	0	0	1
RHBDD1	1	0	0	0	0	1
COL4A4	2	2	0	0	1	0
COL4A3	2	2	0	0	1	0
MFF	3	0	1	0	0	1
TM4SF20	3	4	1	1	2	0
AGFG1	1	1	0	1	0	0
SLC19A3	2	0	0	1	0	1
CCL20	2	4	1	1	0	0
DAW1	2	0	0	1	0	0
SPHKAP	0	0	0	0	0	0
PID1	1	0	0	0	0	1
DNER	1	0	0	0	0	2
TRIP12	1	0	3	0	0	0
FBXO36	1	0	3	0	0	0
SLC16A14	3	0	0	0	0	0
SP110	0	0	1	0	0	0
SP140	0	0	1	0	0	0
SP140L	1	0	1	1	0	1
SP100	0	0	0	0	0	0
CAB39	3	1	0	0	0	0
ITM2C	6	0	0	0	0	0
GPR55	3	0	0	0	0	0
PSMD1	4	0	0	1	0	1
HTR2B	2	0	0	0	0	0
ARMC9	2	0	0	1	0	0
B3GNT7	2	0	0	0	0	0
NCL	2	0	1	0	1	0
NMUR1	5	0	0	0	1	0
PTMA	12	1	1	0	2	0
PDE6D	5	1	2	1	0	1
COPS7B	5	1	2	1	0	1
NPPC	5	0	1	1	0	1
DIS3L2	3	0	1	0	0	1
ALPP	2	0	0	0	0	0
ALPPL2	5	0	0	0	1	0
ALPI	4	0	0	0	1	0
ECEL1	5	0	0	0	1	0
TIGD1	2	0	1	1	0	0
EFHD1	3	0	0	0	0	0
GIGYF2	1	0	0	0	0	0
KCNJ13	1	0	0	0	0	0
NGEF	3	1	0	2	0	0
INPP5D	3	0	0	0	0	0
ATG16L1	1	0	1	0	0	0
DGKD	2	1	0	0	0	0
USP40	0	2	0	1	1	0
UGT1A8	1	0	0	0	0	0
UGT1A7	2	1	0	0	3	0
UGT1A6	2	1	0	0	3	0
UGT1A1	1	0	0	1	0	0
HJURP	3	0	1	0	0	0
ARL4C	2	0	0	1	0	1
SH3BP4	0	4	0	0	1	1
AGAP1	2	0	1	0	0	1
GBX2	2	0	0	0	0	0
IQCA1	2	0	0	0	0	0
ACKR3	3	0	0	0	0	0
COPS8	5	0	1	0	0	0
COL6A3	2	2	0	0	1	0
MLPH	3	2	0	1	1	0
RAB17	5	0	0	0	0	2
LRRFIP1	4	0	0	0	0	0
RBM44	1	0	0	1	0	0
RAMP1	2	0	0	1	0	0
UBE2F	2	1	1	0	0	1
SCLY	1	0	1	0	0	0
ESPNL	0	1	1	0	0	0
KLHL30	2	2	0	0	0	0
ILKAP	1	1	1	0	0	0
HES6	4	0	1	0	0	0
PER2	7	1	1	0	0	1
TRAF3IP1	7	1	0	0	0	1
ASB1	1	1	3	0	0	0
TWIST2	2	0	0	1	0	0
HDAC4	2	0	0	0	0	0
NDUFA10	3	0	0	0	0	0
GPC1	1	4	0	1	1	1
DUSP28	9	1	2	1	0	1
ANKMY1	9	1	2	1	0	1
RNPEPL1	9	1	2	1	0	1
CAPN10	9	1	2	1	0	1
GPR35	9	1	2	1	0	1
KIF1A	4	0	0	0	0	1
C2orf54	4	0	0	0	0	0
SNED1	1	0	0	1	0	0
PPP1R7	0	0	1	0	0	0
PASK	0	0	1	0	0	0
SEPT2	0	0	0	2	0	1
HDLBP	0	0	0	2	0	1
FARP2	0	0	0	2	0	1
STK25	1	0	0	0	0	0
BOK	3	0	0	0	0	1
THAP4	5	0	1	0	0	0
ATG4B	5	0	1	0	0	0
DTYMK	8	0	1	0	0	0
ING5	8	0	1	0	0	0
D2HGDH	5	0	1	0	0	0
PDCD1	1	0	0	0	0	1
DEFB126	2	0	0	0	0	0
C20orf96	4	1	1	1	0	0
ZCCHC3	4	1	1	1	0	0
SOX12	4	4	2	3	2	0
NRSN2	3	5	3	3	2	0
TRIB3	6	7	2	4	3	0
RBCK1	5	7	1	5	3	0
TBC1D20	5	2	0	1	0	0
CSNK2A1	5	0	1	0	0	0
TCF15	6	0	0	0	1	0
SRXN1	4	0	0	0	1	2
SCRT2	4	0	0	0	1	2
SLC52A3	4	0	0	0	0	0
FAM110A	2	1	0	0	0	2
ANGPT4	2	0	0	0	0	3
RSPO4	3	0	0	1	0	1
PSMF1	2	1	1	0	0	0
RAD21L1	4	0	0	0	0	0
SNPH	1	0	0	0	0	0
SDCBP2	1	0	0	1	0	0
FKBP1A	2	0	2	0	0	0
NSFL1C	7	0	1	0	0	1
SIRPB2	6	0	1	0	0	1
SIRPB1	1	0	0	0	0	0
SIRPG	1	0	0	0	0	0
SIRPA	2	0	0	0	0	0
STK35	1	0	0	0	0	0
TGM3	0	0	0	0	0	0
SNRPB	3	0	2	0	1	0
ZNF343	3	0	1	0	1	0
NOP56	4	0	1	0	0	0
IDH3B	5	0	1	0	0	0
EBF4	5	0	1	0	0	0
CPXM1	2	0	1	0	0	0
C20orf141	1	0	1	0	0	0
TMEM239	1	0	1	0	0	0
VPS16	1	0	1	0	0	0
PCED1A	1	0	1	0	0	0
PTPRA	2	0	1	0	0	0
MRPS26	4	0	1	0	0	1
FASTKD5	2	0	2	1	0	0
UBOX5	2	0	2	1	0	0
LZTS3	2	0	2	1	0	0
DDRGK1	3	0	2	1	0	0
ITPA	3	0	2	1	0	0
SLC4A11	4	0	1	0	0	0
C20orf194	0	0	0	0	0	0
ATRN	1	0	0	1	0	0
HSPA12B	6	0	0	0	0	0
C20orf27	4	3	0	1	1	4
SPEF1	6	3	0	2	1	5
CENPB	6	3	0	2	1	5
CDC25B	6	3	0	2	1	5
AP5S1	5	3	0	2	2	5
MAVS	4	3	1	2	2	2
PANK2	2	0	1	0	1	0
RNF24	3	2	0	2	2	0
SMOX	3	5	0	1	1	0
ADRA1D	4	0	0	0	0	0
PRNP	1	0	1	0	0	1
PRND	3	0	1	0	0	1
RASSF2	0	0	0	1	0	0
SLC23A2	1	0	0	0	0	0
TMEM230	3	2	1	0	2	1
PCNA	3	0	1	0	1	1
CDS2	3	0	1	0	1	1
GPCPD1	0	2	0	0	0	0
C20orf196	1	0	1	1	0	0
CHGB	1	0	2	1	0	1
TRMT6	2	0	1	0	0	1
MCM8	2	0	1	0	0	1
CRLS1	2	0	0	0	0	1
LRRN4	2	0	0	0	0	1
FERMT1	5	1	0	2	0	1
BMP2	0	1	0	1	1	1
TMX4	2	0	0	0	0	0
PLCB1	1	0	0	0	0	0
PLCB4	0	0	0	0	0	0
PAK7	0	0	0	0	0	1
ANKEF1	2	0	1	0	0	0
SNAP25	2	0	0	0	0	2
MKKS	3	2	1	0	0	0
SLX4IP	3	2	1	0	0	0
JAG1	4	1	0	0	0	1
BTBD3	1	6	0	0	0	0
SPTLC3	3	1	0	0	0	0
TASP1	0	0	1	0	0	0
ESF1	2	0	0	0	0	0
NDUFAF5	2	0	0	0	0	0
MACROD2	1	0	0	0	0	0
FLRT3	2	0	0	0	0	0
KIF16B	0	1	0	0	0	0
SNRPB2	2	0	1	0	0	1
PCSK2	0	0	0	0	0	1
BFSP1	4	1	0	1	0	0
DSTN	4	1	0	1	0	0
RRBP1	5	0	0	1	0	0
MGME1	2	0	0	2	0	0
SNX5	2	0	0	2	0	0
OVOL2	2	0	0	0	0	0
PET117	0	0	0	0	0	0
ZNF133	3	1	1	0	0	0
DZANK1	0	1	2	0	0	0
POLR3F	0	1	2	0	0	0
RBBP9	0	0	2	0	0	0
SEC23B	0	0	2	0	0	0
DTD1	2	1	2	0	0	0
SLC24A3	1	0	0	0	0	0
RIN2	1	0	0	0	0	1
NAA20	2	0	2	1	0	1
INSM1	1	0	0	0	0	0
RALGAPA2	1	0	0	1	0	1
XRN2	0	0	1	0	0	0
NKX2-4	0	0	0	1	0	0
NKX2-2	2	0	0	0	0	0
PAX1	3	0	0	0	0	0
FOXA2	0	0	0	0	0	0
THBD	3	0	0	0	1	0
CD93	3	0	0	0	0	0
NXT1	4	0	1	1	1	1
GZF1	4	0	1	1	1	1
NAPB	2	0	0	0	0	0
CST3	3	0	0	1	0	0
CST4	3	0	0	1	0	0
CST1	3	0	0	0	0	0
CST2	2	0	0	0	0	0
SYNDIG1	0	0	0	0	0	0
CST7	3	0	1	0	0	0
APMAP	2	0	1	0	0	0
ACSS1	2	0	0	0	0	2
VSX1	2	0	0	0	0	2
ENTPD6	4	3	1	0	0	0
PYGB	5	2	1	0	0	0
ABHD12	1	0	0	0	0	0
GINS1	1	0	0	0	0	0
NINL	1	0	0	0	0	1
NANP	1	0	0	0	0	1
ZNF337	0	0	1	0	0	1
REM1	8	0	1	0	0	0
HM13	10	1	2	2	2	0
ID1	10	12	3	4	8	1
BCL2L1	5	6	4	4	0	0
TPX2	6	6	4	4	0	0
FOXS1	5	0	1	1	0	0
TTLL9	5	0	1	1	0	0
DUSP15	5	0	1	1	0	0
PDRG1	1	0	0	2	0	3
XKR7	1	0	0	2	0	3
CCM2L	2	1	0	0	0	4
HCK	3	1	0	0	0	1
TM9SF4	2	0	1	1	0	0
PLAGL2	3	0	0	2	0	0
POFUT1	3	0	0	2	0	0
KIF3B	1	2	1	1	0	0
ASXL1	1	1	1	0	0	1
COMMD7	4	0	0	1	0	0
DNMT3B	4	0	0	1	0	0
MAPRE1	5	0	1	0	0	0
CDK5RAP1	6	1	1	0	1	1
SNTA1	7	3	1	0	1	2
CBFA2T2	5	2	0	1	1	1
NECAB3	3	2	1	2	1	1
E2F1	4	3	1	2	1	1
PXMP4	2	2	0	1	1	0
ZNF341	2	2	0	0	0	0
CHMP4B	2	2	1	2	0	1
RALY	3	1	2	0	0	3
EIF2S2	6	1	1	1	0	1
AHCY	3	0	0	0	3	0
ITCH	1	1	0	0	1	0
DYNLRB1	7	1	1	1	1	1
MAP1LC3A	6	1	1	0	1	1
PIGU	3	1	1	1	0	0
TP53INP2	4	1	1	2	0	0
NCOA6	1	1	0	0	0	1
ACSS2	2	2	0	0	1	0
GSS	3	2	0	1	0	0
TRPC4AP	2	2	1	0	1	0
EDEM2	1	1	0	1	1	0
PROCR	2	1	0	1	1	0
MMP24	4	2	0	0	0	2
EIF6	9	7	5	4	1	1
FAM83C	10	7	5	4	1	1
UQCC1	2	0	1	0	0	0
GDF5	3	1	1	0	0	0
CEP250	3	1	1	0	0	0
ERGIC3	4	0	1	0	0	0
SPAG4	5	0	1	0	0	0
CPNE1	4	0	2	1	1	1
RBM12	4	0	2	1	1	1
ROMO1	3	1	2	1	2	3
NFS1	3	1	2	1	2	3
RBM39	2	2	1	1	3	4
PHF20	2	2	0	0	2	3
SCAND1	6	0	2	2	0	1
EPB41L1	2	5	1	3	3	1
AAR2	7	0	1	1	0	0
DLGAP4	1	0	0	0	0	1
MYL9	7	0	1	0	0	0
TGIF2	7	2	2	1	1	0
TGIF2-C20orf24	7	2	2	1	1	0
C20orf24	5	2	2	1	1	0
SLA2	3	2	1	1	1	0
NDRG3	6	2	1	1	0	1
DSN1	7	3	1	2	1	1
SOGA1	5	0	1	1	0	0
TLDC2	6	0	1	1	0	0
SAMHD1	1	1	0	1	0	0
RBL1	1	1	0	0	0	0
RPN2	4	0	1	0	0	1
MROH8	4	0	1	0	0	1
MANBAL	6	0	1	2	0	1
SRC	4	0	0	1	0	0
NNAT	5	1	0	1	2	0
BLCAP	5	1	0	1	2	1
CTNNBL1	1	1	1	1	0	1
VSTM2L	4	0	0	0	0	2
TTI1	3	0	1	0	0	0
RPRD1B	3	0	1	0	0	0
TGM2	7	12	1	4	2	3
KIAA1755	7	1	0	0	1	0
BPI	7	0	0	0	0	0
RALGAPB	5	4	3	2	1	1
ARHGAP40	4	0	0	0	0	0
SLC32A1	3	0	0	0	0	3
ACTR5	4	0	0	0	0	0
PPP1R16B	1	0	0	1	0	0
FAM83D	6	1	0	2	0	2
DHX35	5	1	0	2	0	0
MAFB	5	0	0	0	0	1
TOP1	3	4	1	4	2	2
PLCG1	6	0	0	0	0	0
ZHX3	4	0	0	0	0	0
LPIN3	5	0	0	0	0	0
CHD6	2	1	0	2	1	1
SRSF6	4	0	0	2	0	1
L3MBTL1	3	0	1	3	0	3
IFT52	2	0	1	0	0	0
MYBL2	4	0	0	0	1	0
TOX2	1	2	0	1	2	1
JPH2	6	5	3	5	2	1
OSER1	8	3	3	5	2	2
FITM2	2	1	1	1	0	3
HNF4A	4	3	1	1	0	2
TTPAL	6	1	3	2	1	0
SERINC3	2	1	3	2	1	0
PKIG	2	2	1	1	0	0
ADA	8	2	1	1	0	0
WISP2	11	11	2	3	0	0
KCNK15	11	9	1	2	0	3
RIMS4	3	0	0	0	0	4
YWHAB	2	1	1	1	0	0
PABPC1L	3	1	1	1	0	0
TOMM34	3	1	3	2	1	1
STK4	3	1	3	2	1	1
KCNS1	4	3	2	1	1	0
WFDC5	4	2	2	1	1	0
WFDC12	4	1	1	1	0	0
PI3	3	3	1	1	1	1
SLPI	6	2	4	2	0	0
MATN4	9	3	1	3	1	0
SDC4	10	6	1	2	1	0
SYS1	6	6	1	2	1	0
DBNDD2	8	5	2	0	0	1
PIGT	8	1	1	0	0	1
WFDC2	6	1	0	0	0	1
WFDC8	3	0	0	0	0	0
WFDC3	4	3	1	1	2	1
DNTTIP1	4	3	1	1	2	1
UBE2C	4	4	2	1	3	1
SNX21	3	3	2	1	2	2
ACOT8	2	3	1	3	2	2
ZSWIM3	2	3	1	3	2	2
