CTCF	EP300	GABPA	MAFK	NFE2L2	REST
ZNF780B	0	0	1	0	0	0
ZNF780A	0	2	1	0	0	0
MAP3K10	0	0	0	0	0	0
AKT2	0	0	1	0	0	0
PLD3	0	0	1	0	0	0
C19orf47	0	0	1	0	0	0
PRX	2	0	0	0	0	1
SERTAD1	3	0	1	0	0	2
SERTAD3	0	0	0	0	0	0
BLVRB	1	0	0	2	1	0
SPTBN4	1	0	0	2	1	0
SHKBP1	2	1	1	0	0	0
LTBP4	5	1	0	0	0	0
NUMBL	0	0	0	0	1	0
ADCK4	0	1	3	1	1	1
ITPKC	0	1	3	1	1	1
C19orf54	1	0	0	0	0	2
SNRPA	1	0	0	0	0	2
MIA	0	0	1	0	0	0
RAB4B	0	0	1	0	0	0
EGLN2	4	0	0	0	0	0
CYP2B6	0	0	0	0	0	1
CYP2S1	0	0	0	0	0	0
AXL	0	1	1	0	0	0
HNRNPUL1	1	1	2	1	0	0
CCDC97	1	0	1	0	0	1
TGFB1	2	0	0	0	0	0
TMEM91	2	0	0	0	0	0
B9D2	2	0	0	0	0	0
EXOSC5	0	0	0	0	0	0
BCKDHA	0	0	0	0	0	0
ATP5SL	3	0	1	0	0	0
CEACAM21	1	0	0	0	0	0
CEACAM4	0	0	0	0	0	1
CEACAM6	3	0	0	0	0	0
CEACAM3	2	0	0	0	0	0
DMRTC2	1	0	0	0	0	0
RPS19	1	0	1	0	0	0
CD79A	1	0	1	0	0	0
ARHGEF1	2	0	1	0	0	0
RABAC1	3	0	0	0	0	0
ATP1A3	0	0	0	0	0	1
GRIK5	0	0	1	0	0	0
ZNF574	1	0	1	0	0	0
POU2F2	1	0	0	0	0	2
DEDD2	0	0	0	0	1	0
ZNF526	0	0	0	0	1	0
GSK3A	2	0	1	0	0	0
ERF	1	0	0	0	0	0
CIC	0	0	1	0	1	0
PRR19	3	0	0	0	0	0
PAFAH1B3	3	0	0	0	0	0
TMEM145	1	0	0	0	0	1
MEGF8	1	0	1	0	0	0
CNFN	1	0	0	0	0	0
LIPE	2	0	0	0	0	0
CEACAM1	2	0	0	0	0	0
CEACAM8	2	0	0	0	0	1
PSG3	0	0	0	0	0	0
PSG8	0	0	0	0	0	0
PSG1	2	0	0	0	0	0
PSG6	1	0	0	0	0	0
PSG11	0	0	0	0	0	0
PSG2	0	0	0	0	0	0
PSG5	3	0	0	0	0	0
PSG4	0	0	0	0	0	0
PSG9	4	0	0	0	0	0
CD177	0	0	0	0	0	0
LYPD3	0	0	0	0	0	0
PHLDB3	0	0	0	0	0	0
ETHE1	2	0	0	0	0	0
ZNF575	1	0	0	0	0	0
XRCC1	0	1	0	0	0	0
IRGQ	1	0	0	1	0	0
ZNF576	1	0	0	1	0	0
SRRM5	0	0	0	0	0	0
ZNF428	0	0	0	0	0	0
CADM4	0	0	0	2	0	0
PLAUR	2	1	0	0	0	0
SMG9	2	0	0	1	0	0
KCNN4	2	1	0	0	0	2
LYPD5	0	0	1	0	0	0
ZNF283	0	0	1	0	0	0
ZNF45	1	0	1	0	0	0
ZNF221	1	0	1	0	0	0
ZNF155	0	0	1	0	0	0
ZNF230	0	0	1	0	0	0
ZNF222	0	0	1	0	0	0
ZNF223	1	0	1	0	0	0
ZNF284	0	0	1	0	0	0
ZNF224	0	1	1	0	0	0
ZNF225	0	0	1	0	0	0
ZNF234	0	0	1	0	0	0
ZNF226	0	0	1	1	0	0
ZNF227	0	0	2	0	0	0
ZNF233	0	0	1	1	0	0
ZNF235	0	0	1	0	0	0
ZNF112	0	0	1	0	0	0
ZNF285	0	0	0	0	0	0
ZNF229	0	0	1	0	0	0
ZNF180	1	0	1	0	0	0
PVR	0	0	0	0	0	1
BCL3	1	4	1	0	0	0
CBLC	2	1	0	0	0	0
BCAM	2	0	0	0	0	0
TOMM40	0	0	1	0	0	0
APOE	3	0	0	0	0	0
APOC1	2	0	0	0	0	0
APOC2	1	0	1	0	0	0
CLPTM1	1	0	1	0	0	0
RELB	0	0	0	0	0	0
CLASRP	0	0	1	0	0	0
ZNF296	0	0	1	0	0	0
GEMIN7	0	0	1	0	0	0
PPP1R37	0	2	1	0	0	0
TRAPPC6A	1	0	0	0	0	0
BLOC1S3	1	0	0	0	0	0
MARK4	2	0	0	0	0	0
CKM	0	0	0	0	0	0
KLC3	1	0	0	0	0	0
ERCC2	0	0	0	0	0	0
CD3EAP	2	0	0	0	0	1
PPP1R13L	2	0	0	0	0	1
ERCC1	2	1	1	0	0	0
FOSB	0	0	0	0	0	0
RTN2	2	0	0	0	0	1
PPM1N	2	0	0	0	0	1
VASP	1	0	0	0	0	0
OPA3	0	0	2	1	0	1
GPR4	2	0	0	0	0	1
EML2	2	1	0	0	0	1
GIPR	0	0	0	0	0	0
SNRPD2	1	0	1	1	0	0
QPCTL	1	0	1	1	0	0
FBXO46	0	0	0	0	0	0
SIX5	1	0	0	0	0	0
DMPK	1	0	0	0	0	0
DMWD	1	0	1	0	0	0
SYMPK	0	0	2	0	0	0
FOXA3	0	0	2	0	0	0
IRF2BP1	1	0	1	0	0	0
MYPOP	1	0	0	0	0	0
NOVA2	0	0	0	0	0	0
CCDC61	0	0	1	0	0	0
IGFL3	0	0	0	0	0	0
IGFL2	0	0	0	0	0	0
IGFL1	0	0	0	1	0	2
HIF3A	0	0	0	0	0	0
PPP5C	2	0	0	0	0	0
CCDC8	0	0	0	0	0	0
PNMAL1	0	0	0	0	0	0
PPP5D1	0	0	0	0	0	0
CALM3	0	0	0	0	0	0
PTGIR	1	0	0	0	0	0
GNG8	1	0	0	0	0	0
DACT3	1	0	0	0	0	0
PRKD2	1	0	0	0	0	0
FKRP	3	0	0	0	0	0
STRN4	3	0	0	0	0	0
SLC1A5	0	1	0	0	1	1
AP2S1	1	0	1	0	0	0
NPAS1	1	0	0	0	0	0
TMEM160	0	1	1	0	1	1
ZC3H4	0	0	1	0	0	0
SAE1	1	0	0	1	0	0
BBC3	0	0	0	0	0	1
CCDC9	1	0	1	0	0	0
C5AR1	1	2	0	1	1	0
C5AR2	0	0	0	0	0	0
DHX34	2	0	1	0	0	0
MEIS3	1	0	0	0	0	0
KPTN	1	0	0	0	0	0
NAPA	1	0	0	1	0	0
GLTSCR1	0	1	0	0	0	0
EHD2	2	0	0	0	0	0
GLTSCR2	1	0	1	0	0	0
SEPW1	0	0	0	0	0	0
CRX	1	0	0	0	0	0
SULT2A1	0	0	0	1	1	0
CABP5	0	0	0	0	0	0
PLA2G4C	3	0	0	0	0	1
LIG1	0	1	0	1	0	0
CARD8	1	0	2	3	0	0
ZNF114	3	0	0	0	0	0
EMP3	2	1	1	0	0	0
TMEM143	0	0	0	1	0	0
SYNGR4	0	0	0	1	0	0
KDELR1	3	0	1	0	0	0
GRWD1	4	0	1	1	0	0
KCNJ14	2	0	1	1	0	0
CYTH2	1	0	1	0	0	0
LMTK3	1	0	1	1	0	0
SULT2B1	1	2	1	1	0	0
SPHK2	0	0	1	2	0	1
RPL18	0	0	1	2	0	1
DBP	4	2	0	0	0	0
CA11	2	0	0	0	0	0
FUT2	0	0	0	0	0	0
MAMSTR	0	2	4	1	0	0
RASIP1	1	0	2	0	0	0
FUT1	0	1	1	0	0	0
FGF21	0	1	1	0	0	0
BCAT2	3	1	1	1	0	0
HSD17B14	4	0	0	0	0	0
PLEKHA4	0	3	1	2	1	1
PPP1R15A	0	3	1	2	1	1
NUCB1	1	0	1	1	0	0
DHDH	0	0	0	0	0	0
BAX	1	3	0	1	1	0
FTL	2	2	0	2	2	0
GYS1	4	0	2	0	0	0
RUVBL2	4	0	2	0	0	0
CGB5	0	0	0	0	0	0
CGB7	0	0	0	0	0	0
NTF4	0	0	0	0	0	0
SNRNP70	0	2	0	0	0	0
LIN7B	1	0	0	0	1	3
C19orf73	0	0	0	0	0	3
PPFIA3	0	0	0	0	0	3
HRC	1	0	0	0	1	1
TRPM4	0	0	0	0	1	1
CD37	1	0	0	0	0	0
TEAD2	1	0	0	0	0	0
DKKL1	1	0	0	0	0	0
CCDC155	1	0	0	0	0	0
SLC17A7	2	0	0	0	0	0
PIH1D1	2	0	1	0	0	0
ALDH16A1	2	0	1	0	0	0
FLT3LG	2	0	0	0	0	0
RPL13A	1	2	2	1	1	0
RPS11	2	2	2	1	1	0
FCGRT	2	0	0	0	0	0
RCN3	1	0	0	0	0	0
NOSIP	4	1	2	1	1	2
PRRG2	3	1	2	1	1	2
RRAS	1	2	2	0	0	1
SCAF1	1	2	2	0	0	1
BCL2L12	1	0	0	0	1	0
IRF3	1	0	0	0	1	0
PRMT1	5	0	0	0	1	0
CPT1C	2	0	0	0	0	0
AP2A1	0	0	2	3	0	0
FUZ	1	0	0	0	1	0
MED25	0	0	0	0	1	0
PTOV1	0	0	0	1	0	0
PNKP	1	2	4	3	2	0
TBC1D17	0	2	6	4	2	0
AKT1S1	0	2	5	3	2	0
ATF5	2	0	0	0	0	0
IL4I1	2	0	0	0	0	0
NUP62	2	0	0	0	0	0
VRK3	0	0	2	0	0	0
ZNF473	0	0	2	0	0	0
MYH14	2	0	0	0	0	0
KCNC3	0	0	0	0	0	1
NAPSA	2	0	0	0	0	1
NR1H2	1	1	1	2	1	0
POLD1	0	1	1	2	1	0
SPIB	1	0	0	0	0	2
MYBPC2	0	0	0	0	0	1
EMC10	3	0	1	1	0	0
FAM71E1	3	0	1	1	0	0
JOSD2	1	0	1	1	1	0
SYT3	1	0	0	0	0	0
CLEC11A	0	0	0	0	0	0
C19orf48	2	0	0	0	0	2
KLK1	0	0	0	0	0	0
KLK4	1	0	0	0	0	0
KLK5	0	0	0	0	0	0
KLK6	0	0	0	0	0	0
KLK7	0	0	0	0	0	0
KLK8	0	0	0	0	0	0
KLK9	1	0	0	0	0	0
KLK10	2	0	0	0	0	0
KLK11	1	0	0	0	0	0
KLK12	0	0	0	0	0	0
KLK13	0	0	0	0	0	0
CTU1	3	0	1	1	0	0
SIGLEC7	0	0	0	0	0	0
CD33	0	0	0	0	0	0
ETFB	1	2	1	0	0	0
CLDND2	1	2	1	0	0	0
NKG7	2	2	1	0	0	0
C19orf84	3	0	1	1	0	0
SIGLEC10	2	0	0	0	0	1
SIGLEC8	0	0	1	0	0	0
SIGLEC12	2	0	0	0	0	0
SIGLEC6	0	0	0	0	0	0
ZNF175	0	0	1	0	0	0
HAS1	0	0	0	0	0	0
FPR1	0	0	0	0	0	0
FPR2	0	0	0	0	0	0
FPR3	0	0	0	0	0	0
ZNF577	0	0	0	0	0	0
ZNF649	0	0	0	0	0	0
ZNF613	0	0	0	0	0	0
ZNF350	0	0	0	0	0	0
ZNF615	0	0	0	0	0	0
ZNF614	0	0	0	0	0	0
ZNF432	0	0	0	0	0	0
ZNF841	0	0	1	0	0	0
ZNF616	2	0	1	0	0	0
ZNF836	0	0	1	0	0	0
PPP2R1A	1	0	1	0	0	0
ZNF766	0	0	1	0	0	0
ZNF480	0	0	0	0	0	0
ZNF610	1	0	0	0	0	0
ZNF880	0	0	0	0	0	0
ZNF528	0	0	0	0	0	0
ZNF578	0	0	0	0	0	0
ZNF808	1	0	1	0	0	0
ZNF701	0	0	0	0	0	0
ZNF83	0	0	0	0	0	0
ZNF611	2	0	0	0	0	0
ZNF600	0	0	0	0	0	0
ZNF28	0	0	0	0	0	0
ZNF468	0	0	0	0	0	0
ZNF320	0	0	1	0	0	0
ZNF321P	0	0	0	0	0	0
ZNF816	0	0	1	0	0	0
ERVV-2	0	0	0	0	0	0
ZNF160	0	0	2	0	0	0
ZNF415	0	0	0	0	0	0
ZNF347	0	0	0	0	0	0
ZNF665	1	0	0	0	0	0
ZNF677	0	0	0	0	0	0
ZNF845	0	0	0	0	0	0
ZNF765	2	0	0	0	0	0
ZNF813	0	0	0	0	0	0
ZNF331	1	0	0	0	0	0
DPRX	0	0	0	0	0	0
NLRP12	0	0	0	0	0	0
MYADM	0	0	0	0	0	0
PRKCG	1	0	0	0	0	0
CACNG7	2	0	0	0	0	1
VSTM1	0	0	0	0	0	0
OSCAR	0	0	0	0	0	0
NDUFA3	0	0	0	0	0	0
PRPF31	0	0	0	1	0	0
TFPT	0	0	0	1	0	0
CNOT3	0	0	0	0	1	0
LENG1	1	0	1	1	0	1
TMC4	2	0	0	0	0	0
MBOAT7	0	0	0	0	0	0
TSEN34	0	0	0	0	0	0
RPS9	0	0	0	0	0	0
LILRB2	0	0	0	0	0	0
LILRA4	0	0	0	0	0	0
LAIR1	0	0	0	1	0	0
TTYH1	0	0	0	0	0	0
LENG8	1	0	1	0	0	0
LENG9	1	0	1	0	0	0
CDC42EP5	3	0	1	0	0	0
LAIR2	0	0	0	0	0	0
KIR3DX1	0	0	0	0	0	0
LILRA2	0	0	0	0	0	0
LILRA1	0	0	0	0	0	0
LILRB1	0	0	0	0	0	0
LILRB4	1	0	0	0	0	0
KIR2DL1	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0
FCAR	1	0	0	0	0	0
NCR1	0	0	0	0	0	0
NLRP7	0	0	0	0	0	0
NLRP2	0	0	0	0	0	0
GP6	0	0	0	0	0	0
RDH13	1	0	2	0	1	1
EPS8L1	1	0	1	0	1	1
PPP1R12C	0	0	1	1	0	0
TNNT1	2	0	1	0	0	1
TNNI3	3	0	1	1	0	1
DNAAF3	4	0	0	1	0	1
SYT5	1	1	0	0	0	2
PTPRH	3	4	1	1	1	1
TMEM86B	0	0	0	0	0	1
PPP6R1	0	1	0	1	1	0
HSPBP1	0	1	1	0	0	0
BRSK1	1	1	1	0	0	0
TMEM150B	0	0	0	1	0	0
COX6B2	0	1	0	0	0	0
IL11	0	0	0	0	0	0
TMEM238	0	0	1	0	1	1
RPL28	0	0	1	0	1	1
UBE2S	0	0	0	1	1	0
ISOC2	3	1	1	1	0	0
ZNF628	2	1	2	0	0	0
NAT14	0	1	1	0	0	0
SSC5D	0	0	0	0	0	0
SBK2	0	0	0	0	0	0
ZNF579	0	0	1	0	0	1
FIZ1	1	0	2	0	0	0
ZNF524	1	0	2	0	0	0
ZNF784	2	0	0	0	0	0
ZNF580	4	1	4	0	0	0
ZNF581	2	1	4	0	0	0
CCDC106	3	3	7	0	0	0
U2AF2	1	2	4	0	0	0
EPN1	2	0	1	0	0	0
NLRP4	0	0	0	0	0	0
NLRP11	0	0	0	0	0	0
ZNF787	0	0	1	0	0	0
ZNF444	0	0	0	0	0	0
ZSCAN5A	0	0	0	0	0	0
ZNF582	0	0	0	0	0	0
ZNF583	0	0	0	0	0	0
ZNF667	0	0	0	0	0	0
ZNF471	0	0	0	0	0	0
ZNF470	0	0	0	0	0	0
ZNF71	0	0	0	0	0	0
ZNF835	0	0	0	0	0	0
PEG3	0	0	0	0	0	0
ZIM2	0	0	0	0	0	0
DUXA	0	0	0	0	0	0
ZNF264	0	0	1	0	0	0
AURKC	0	0	1	0	0	0
ZNF805	0	0	1	0	0	0
ZNF460	1	0	2	0	0	0
ZNF543	0	0	1	0	0	0
ZNF304	0	0	0	0	0	0
ZNF547	0	0	1	0	0	0
ZNF548	1	0	1	0	0	0
ZNF17	1	0	1	0	0	0
ZNF749	0	0	0	1	0	0
VN1R1	1	0	0	0	0	0
ZNF772	0	0	1	0	0	0
ZNF419	0	0	1	0	0	0
ZNF773	0	0	0	0	0	0
ZNF549	0	0	0	0	0	0
ZNF550	0	0	1	0	0	0
ZNF416	0	0	1	0	0	0
ZIK1	0	0	1	0	0	0
ZNF530	0	0	1	0	0	0
ZNF134	0	0	1	0	0	0
ZNF211	0	0	1	0	0	0
ZSCAN4	0	0	0	0	0	1
ZNF551	0	0	0	0	0	0
ZNF154	0	0	0	0	0	0
ZNF671	0	0	0	0	0	0
ZNF776	0	0	1	0	0	0
ZNF586	0	0	1	0	0	0
ZNF552	0	0	2	0	0	0
ZNF587B	1	0	1	0	0	0
ZNF587	0	0	0	0	0	0
ZNF814	1	0	0	0	0	0
ZNF417	0	0	0	0	0	0
ZNF418	0	0	0	0	0	1
ZNF256	0	0	0	0	0	0
ZNF606	1	0	1	0	0	0
ZSCAN1	0	0	0	0	0	0
ZNF135	0	0	0	0	0	0
ZSCAN18	0	0	0	0	0	0
ZNF329	0	0	0	0	0	0
ZNF274	1	0	1	0	0	1
ZNF544	2	0	1	0	0	0
ZNF8	0	0	0	0	0	0
ZSCAN22	2	0	2	2	1	1
ZNF497	1	0	1	0	1	1
ZNF837	2	0	2	1	0	0
RPS5	1	0	2	2	0	0
ZNF584	2	0	1	1	0	0
ZNF132	0	0	0	0	0	0
ZNF324B	0	0	1	0	0	0
ZNF324	1	0	2	1	0	0
ZNF446	2	0	2	1	0	0
ZBTB45	0	1	0	1	1	0
TRIM28	0	1	0	1	1	0
CHMP2A	0	1	3	1	2	0
UBE2M	0	1	3	1	2	0
MZF1	1	2	4	0	0	0
FAM110C	1	0	1	0	0	0
SH3YL1	1	0	1	0	0	0
ACP1	1	0	1	0	0	0
TMEM18	3	1	0	1	0	0
SNTG2	0	0	0	1	0	0
TPO	0	0	0	0	0	0
PXDN	2	0	0	0	0	1
TSSC1	1	1	3	0	0	1
TRAPPC12	1	1	3	0	0	1
ADI1	0	0	1	1	0	0
RNASEH1	0	1	1	1	0	0
RPS7	0	1	1	0	2	1
COLEC11	0	0	0	0	0	0
SOX11	0	0	0	0	0	0
CMPK2	0	0	0	0	0	0
RSAD2	0	0	0	0	0	0
RNF144A	0	0	0	0	0	0
ID2	1	1	1	1	1	1
KIDINS220	0	0	0	0	0	0
MBOAT2	0	0	0	0	0	0
ASAP2	1	1	0	0	0	0
CPSF3	0	0	1	0	0	1
ITGB1BP1	0	0	1	0	0	1
IAH1	1	0	0	0	0	0
ADAM17	1	2	1	1	1	0
YWHAQ	0	1	0	0	0	0
TAF1B	1	1	1	0	1	0
GRHL1	0	1	0	0	0	0
KLF11	4	1	1	1	0	0
CYS1	1	0	0	0	0	1
RRM2	1	0	1	0	1	0
HPCAL1	3	1	2	0	0	0
ODC1	0	0	2	0	0	2
NOL10	0	0	1	0	0	0
ATP6V1C2	0	0	0	0	0	0
PDIA6	2	0	0	0	0	1
KCNF1	4	0	0	0	0	0
C2orf50	3	0	0	0	0	0
PQLC3	0	0	0	1	0	0
ROCK2	0	1	0	1	0	0
E2F6	0	1	0	0	0	0
GREB1	1	1	0	0	0	0
LPIN1	3	3	1	0	0	1
TRIB2	0	0	0	0	0	0
FAM84A	0	0	0	0	0	0
NBAS	0	0	0	0	0	0
DDX1	1	0	1	0	0	2
MYCN	1	0	0	0	0	0
FAM49A	0	0	0	0	0	0
RAD51AP2	0	0	0	0	0	0
VSNL1	0	0	0	0	0	0
SMC6	0	0	1	0	0	0
GEN1	0	0	1	0	0	0
KCNS3	0	0	0	0	0	0
RDH14	0	0	0	0	0	0
OSR1	2	1	1	0	0	0
TTC32	0	1	1	0	1	1
WDR35	0	0	1	1	0	0
MATN3	2	0	0	0	0	0
LAPTM4A	2	2	0	0	0	0
SDC1	2	0	1	0	0	0
PUM2	0	0	1	0	0	0
RHOB	2	3	1	1	1	1
HS1BP3	2	2	1	0	0	0
APOB	1	0	0	0	0	0
KLHL29	0	1	0	1	0	0
ATAD2B	1	0	1	0	0	0
UBXN2A	0	0	0	1	0	0
MFSD2B	0	0	0	0	0	0
FKBP1B	0	0	1	0	0	0
FAM228B	2	1	2	1	0	0
TP53I3	2	1	2	1	0	0
PFN4	0	0	1	0	2	0
FAM228A	0	0	0	0	0	0
ITSN2	0	0	0	0	0	0
NCOA1	0	0	0	0	0	0
CENPO	2	0	0	0	0	1
PTRHD1	2	0	0	0	0	1
ADCY3	2	0	0	0	0	0
DNAJC27	1	1	0	2	1	1
EFR3B	1	0	1	0	0	0
POMC	1	0	0	0	0	0
DNMT3A	1	0	0	1	0	2
DTNB	1	0	0	0	0	0
ASXL2	1	1	1	0	0	0
KIF3C	2	0	0	0	0	0
RAB10	0	0	0	0	0	0
HADHA	1	0	0	0	0	0
HADHB	1	0	0	0	0	0
EPT1	0	0	0	0	0	0
DRC1	0	0	0	0	0	0
OTOF	1	0	0	0	0	0
C2orf70	1	0	0	0	0	0
KCNK3	0	0	0	0	0	2
SLC35F6	1	2	1	1	0	0
CENPA	0	1	0	1	0	0
DPYSL5	2	0	0	0	0	1
MAPRE3	1	0	0	0	0	0
TMEM214	1	0	1	0	0	0
AGBL5	1	2	2	1	0	0
OST4	1	0	2	0	0	0
EMILIN1	4	0	2	2	0	0
KHK	4	0	1	2	0	0
CGREF1	0	0	0	0	0	0
ABHD1	0	0	0	0	0	0
PREB	0	0	0	0	1	0
TCF23	1	0	0	0	0	1
ATRAID	0	0	1	0	0	1
SLC5A6	0	0	1	0	0	1
CAD	0	0	1	0	0	1
SLC30A3	2	0	0	0	1	0
TRIM54	3	0	0	0	1	0
MPV17	1	1	1	0	0	1
GTF3C2	0	0	2	0	0	0
EIF2B4	2	0	1	0	1	0
SNX17	2	0	1	0	1	0
ZNF513	1	0	1	0	0	0
PPM1G	1	0	1	0	1	0
NRBP1	1	0	0	0	0	1
KRTCAP3	0	0	0	0	0	0
IFT172	0	0	0	0	0	0
FNDC4	0	0	0	0	0	0
GCKR	0	0	0	0	0	0
ZNF512	1	0	1	0	0	0
GPN1	0	0	1	0	0	0
CCDC121	0	0	1	0	0	0
SLC4A1AP	0	0	1	2	0	0
SUPT7L	0	0	1	2	0	0
MRPL33	0	1	1	0	0	0
RBKS	0	2	3	0	0	2
BRE	0	2	3	0	0	2
FOSL2	1	7	0	0	0	1
PLB1	2	0	0	0	0	0
PPP1CB	1	0	0	1	1	0
SPDYA	0	0	0	0	1	0
TRMT61B	0	0	0	0	0	1
WDR43	0	2	1	0	0	1
CLIP4	0	0	0	0	0	1
ALK	1	0	0	0	0	1
YPEL5	0	0	0	0	0	1
LBH	1	0	0	0	0	0
LCLAT1	0	0	0	0	1	0
CAPN13	0	0	0	0	0	0
GALNT14	0	0	0	0	0	0
EHD3	0	0	0	0	0	0
XDH	1	0	0	0	0	0
MEMO1	0	0	0	0	0	0
DPY30	0	0	0	0	1	0
SPAST	1	1	2	2	0	0
SLC30A6	0	1	1	0	1	1
NLRC4	0	0	0	0	0	0
YIPF4	0	0	1	0	0	0
BIRC6	0	1	1	0	0	0
TTC27	0	0	1	0	0	0
LTBP1	1	0	0	0	0	0
RASGRP3	1	0	0	0	0	0
FAM98A	0	0	1	2	0	0
CRIM1	3	0	0	1	0	0
FEZ2	0	0	0	0	0	0
VIT	2	2	0	0	0	0
STRN	0	0	0	0	0	0
HEATR5B	0	0	1	1	0	0
GPATCH11	0	0	1	1	0	0
EIF2AK2	0	0	0	0	0	0
CEBPZ	1	2	1	2	0	2
NDUFAF7	1	2	1	2	0	2
PRKD3	0	0	1	0	0	0
QPCT	1	0	0	1	0	0
CDC42EP3	0	0	0	0	0	0
RMDN2	0	0	1	0	0	1
CYP1B1	1	1	0	0	0	0
ATL2	0	0	0	0	0	0
HNRNPLL	1	1	1	0	0	0
GALM	0	0	0	0	0	0
SRSF7	0	0	1	0	1	1
GEMIN6	1	1	1	1	1	0
DHX57	0	0	1	0	0	1
MORN2	0	0	1	0	0	1
SOS1	1	1	1	1	0	0
MAP4K3	0	0	0	1	0	0
TMEM178A	0	0	0	0	0	0
THUMPD2	0	0	0	0	0	0
SLC8A1	0	0	0	0	0	0
PKDCC	0	0	0	0	0	0
EML4	0	0	0	0	0	0
COX7A2L	1	0	0	0	0	0
KCNG3	1	0	0	0	0	0
MTA3	1	0	0	0	0	0
OXER1	1	0	0	0	0	0
HAAO	1	0	0	0	0	0
ZFP36L2	4	1	2	1	0	1
THADA	2	0	1	0	0	0
PLEKHH2	0	0	0	0	0	0
DYNC2LI1	0	0	1	0	0	0
LRPPRC	0	1	0	0	0	0
PPM1B	0	1	1	1	0	0
PREPL	0	1	1	1	0	0
CAMKMT	0	1	1	1	0	0
SIX3	0	0	0	0	0	0
SIX2	2	0	0	1	0	0
SRBD1	2	1	1	0	1	0
PRKCE	2	0	1	0	0	0
EPAS1	1	6	1	2	0	1
ATP6V1E2	1	0	0	0	0	0
RHOQ	1	0	0	0	0	0
PIGF	2	0	1	0	0	0
CRIPT	2	0	1	0	0	0
SOCS5	0	1	1	0	0	0
TTC7A	2	1	2	0	0	0
MCFD2	3	0	0	0	0	0
CALM2	1	0	0	0	1	1
EPCAM	1	0	0	0	0	0
MSH2	0	1	0	0	0	0
KCNK12	0	0	0	0	0	1
MSH6	0	0	1	0	0	0
FBXO11	1	0	0	0	0	0
FOXN2	0	0	0	1	0	0
PPP1R21	0	0	1	0	0	1
STON1-GTF2A1L	0	0	0	0	0	0
STON1	0	0	0	0	0	0
LHCGR	0	0	0	0	0	0
NRXN1	0	0	0	0	0	1
CHAC2	0	0	0	0	0	1
ERLEC1	0	1	1	0	0	0
ASB3	0	1	1	0	0	0
GPR75	0	0	0	1	0	0
GPR75-ASB3	0	0	0	1	0	0
PSME4	0	0	1	1	0	0
ACYP2	0	0	1	1	0	0
TSPYL6	1	0	0	0	0	0
C2orf73	0	0	0	0	0	0
SPTBN1	0	0	0	0	0	0
RTN4	0	0	0	0	0	0
RPS27A	0	1	1	0	1	1
CLHC1	0	1	1	0	1	1
MTIF2	0	1	1	1	0	0
CCDC88A	0	2	0	0	0	0
PNPT1	0	1	0	0	0	0
EFEMP1	1	0	0	1	0	0
CCDC85A	2	0	0	0	0	0
VRK2	1	0	0	0	0	0
FANCL	0	0	1	0	0	0
BCL11A	2	0	0	0	0	0
PAPOLG	0	0	0	0	0	0
REL	0	0	0	0	0	1
PEX13	0	0	1	2	0	0
PUS10	0	0	1	2	0	0
KIAA1841	0	0	0	0	0	0
C2orf74	1	0	1	0	0	0
AHSA2	0	0	1	0	0	0
USP34	0	0	1	0	0	0
XPO1	0	0	0	0	1	1
FAM161A	0	0	0	0	0	0
CCT4	0	1	0	0	1	1
COMMD1	0	1	0	0	1	1
B3GNT2	0	0	1	0	0	0
EHBP1	0	0	0	0	0	0
OTX1	0	0	0	0	0	0
MDH1	2	1	2	0	1	1
WDPCP	1	1	2	0	1	1
UGP2	0	1	2	1	1	0
VPS54	0	0	0	0	0	0
PELI1	0	0	1	0	0	0
LGALSL	0	1	0	1	0	0
AFTPH	1	0	1	2	0	0
SERTAD2	2	0	0	1	0	0
SLC1A4	2	0	0	0	0	2
CEP68	1	0	1	0	0	0
RAB1A	0	0	1	1	0	0
ACTR2	0	0	1	0	0	0
SPRED2	1	1	1	0	0	1
MEIS1	1	2	1	0	0	0
ETAA1	0	0	1	0	0	1
C1D	0	1	1	0	0	0
WDR92	0	2	0	1	0	0
PNO1	0	2	0	1	0	0
PPP3R1	1	1	1	0	0	0
CNRIP1	0	0	0	0	0	1
PLEK	2	0	0	0	0	0
FBXO48	2	0	0	0	1	0
APLF	2	0	0	0	1	0
ARHGAP25	0	0	0	0	0	0
BMP10	0	0	0	0	0	0
GKN2	1	0	0	0	0	0
ANTXR1	2	0	1	1	0	1
GFPT1	0	0	0	1	0	0
NFU1	2	0	0	0	0	0
ANXA4	0	1	1	1	0	0
AAK1	0	1	1	1	0	0
GMCL1	0	0	1	0	0	0
SNRNP27	0	0	1	0	0	1
MXD1	1	2	1	1	0	0
PCBP1	1	0	2	2	1	0
C2orf42	2	0	1	1	1	0
TIA1	0	2	0	0	0	0
PCYOX1	0	2	0	0	0	0
SNRPG	3	0	2	0	0	1
FAM136A	4	0	2	0	0	1
TGFA	2	0	0	1	0	0
ADD2	0	0	0	0	1	0
FIGLA	2	0	0	0	0	0
CLEC4F	0	0	0	0	0	0
VAX2	0	0	0	0	0	0
ATP6V1B1	0	0	0	0	0	0
ANKRD53	2	0	0	0	0	0
TEX261	5	0	1	0	0	0
MCEE	0	0	1	0	0	2
MPHOSPH10	0	0	1	0	0	2
PAIP2B	1	0	0	0	0	1
ZNF638	1	0	0	0	0	0
